Yr cohort reaches HS graduation,Non-metropolitan portions of states or combined states,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metropolitan statistical areas,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AL,AK HI,AZ,AR,CA,CO WY,DE MD VA WV,FL,GA,ID MT,IL,IN,IA,KS NE ND SD,KY,LA,ME NH VT,MA RI CT,MI,MN,MS,MO,NV,NM,NY,NC,OH,OK,OR WA,PA NJ,SC,TN,TX,UT,WI,Atlanta,Boston,Charlotte,Chicago,Cincinnati,Cleveland,Dallas,Denver,Detroit,Houston,Kansas City,Los Angeles,Miami,Minneapolis-St. Paul,New York City,Orlando,Philadelphia,Phoenix,Pittsburgh,Portland,Sacramento,San Antonio,San Diego,San Fran,Seattle,St. Louis,Tampa,DC
Age 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2033,17836.47,7025.23,8657.295,12399.11,93429.65,9935.104,30998.59,29759.17,15011.46,13028.31,10080.56,23208.04,12278.85,23293.42,15094.16,17361.95,6279.715,19934.83,19534.81,8335.132,11119.67,10558.68,15047.47,8434.882,18354.71,25156.61,23333.61,16094.58,36088.58,22874.7,13188.08,25827.25,58673.82,17621.87,17654.4,21603.83,15680.04,9809.77,29974.25,8022.44,5711.207,36306.66,13443.63,15248.29,40851.54,7829.887,53060.39,18843.27,15035.69,62798.79,9032.649,22062.46,25098.52,5362.511,1509.022,11318.2,16369.26,11796.96,14579.15,14749.54,9742.113,10506.97,22450.83
2032,19990.71,7118.272,10095.33,13940.43,88868.13,11262.58,30953.35,29116.09,14797.57,14111.41,10550.33,23207.15,11382.39,24506.24,15952.26,19547.49,6082.873,20095.85,18824.75,8538.929,11910.69,9834.184,15006.17,9393.263,19430.3,26848.03,25558.54,15483.32,36557.49,24727.46,12565.75,26337.16,60664.01,17241.46,17718.85,22469.26,15744.71,10662.11,33000.23,8543.067,5525.36,37858.19,13063.38,14364.11,37887,9506.694,55387.52,19091.3,14396.29,66054.09,9583.138,22533.18,26294.47,6224.844,1420.867,12025.05,17132.08,13768.25,17500.27,17590.09,9820.334,10563.69,21967.24
2031,19089.39,7110.775,8903.173,13153.02,90798.96,11208.56,30601.26,27493.41,14529.55,13921.07,10008.59,21126.2,13105.93,23755.1,16478.46,19809.61,5483.002,20749.4,20004.17,8319.007,13182.63,11353.02,14699.1,8863.495,18731.22,24441.94,25818.72,16891.83,37546.07,24863.19,13158.2,25111.11,61728.11,18023.21,18047.1,21963.63,16159.03,10223.26,30565.01,8576.012,7246.568,37290.61,12755.32,14849.04,36685.2,9545.646,55080.47,18829.95,14365.92,65687.55,9101.513,20695.97,26610.67,6518.619,1472.368,12955.18,16738.69,15072.5,16402.28,16481.51,11443.42,10079.75,22846.81
2030,19332.57,8032.022,7695.512,14668.99,87578.31,10492.18,28844.67,27014.24,13919.42,12376.84,9644.625,22484.72,11657.34,24202.8,14785.48,15366.72,6695.678,19493.81,20226.24,8578.677,10336.63,10881.56,14015.51,8716.945,18402.38,25120.49,23165.13,16883.25,33554.38,23952.86,12045.94,23832.98,55377.51,14742.3,19393.15,19462.03,16558.13,9193.2,29961.27,7327.845,5898.157,34464.04,12833.83,12928.89,34904.86,8923.966,51511.63,16970.4,15317.35,58718.28,8403.564,20075.17,22078.25,5980.502,1766.572,11528.36,16249.92,10790.72,15973.49,18519.36,9310.55,9337.328,20537.92
2029,19590.58,6461.594,8977.268,13814.67,87327.06,10769.99,29482.76,26265.28,14343.91,12868.73,10463.05,22686.04,12334.29,23374.55,13389.01,17351.79,5372.484,20537.52,18366.44,8649.903,13115.79,10586.32,13742.07,9475.082,19568.36,23763.83,24616.64,16551.19,35185.86,24643.3,12801.87,25669.08,57186.73,16248.17,17365.68,21549.17,14237.63,9554.525,31739.6,7514.07,5984.246,36738.46,12691.24,13529.22,34748.82,8455.385,52947.5,17981.72,15458.28,61350.95,8955.742,21637.33,22430.55,5611.688,1430.631,12781.16,16282.76,12910.95,15000.74,17867.4,9408.796,9697.229,20102.3
2028,18933.1,7489.593,8441.823,13540.03,91320.74,10988.56,30412.95,26973.48,13999.49,13372.34,10546.01,22487.76,13048.79,24136.2,15663.71,17851.16,5489.203,21175.36,21423.53,8131.474,13058.15,10255.51,14614.96,10705,19795.4,26270.95,24979.69,16689.31,38597.73,24934.76,13247.52,25795.7,60600.91,17021.9,19337.49,20156.31,14434.72,9713.428,33024.06,7251.953,5686.406,35269.36,12420.1,13115.7,38841.64,8713.563,56282.69,17362.52,14176.21,61969.21,8169.49,21615.51,23493.6,5646.23,1250.821,12225.46,15785.69,12439.68,17110.5,16444.41,10558.14,9761.289,19451.88
2027,19922.62,8502.632,9319.001,14632.55,92409.51,11292.02,30446.96,28069.14,14901.41,12833.46,10984.3,22624.96,12984.03,24462.56,16505.07,19375.64,5500.889,21210,20491.5,8211.703,12690.65,11979.83,14918.09,8924.558,19652.18,25273.88,26628.2,18510.95,38460.35,26100.2,13783.8,27376.94,61162.73,16444.16,20804.34,21172.75,15443.73,10045.35,30546.99,8995.15,6136.493,39589.88,13083.18,13862.14,37695.47,9279.828,57438.54,18227.27,14923.22,64051.79,8265.125,21572.25,24743.89,5682.809,1541.455,13209.33,15771.8,11652.16,17597.93,16797,9958.826,9819.809,19343.96
2026,22001.21,8158.472,10479.57,15098.69,99992.41,13153.85,30868.6,28775.94,15803.64,13024.04,11391.82,22696.13,13769.72,26685.57,15924.26,21706.41,7074.394,21764.01,20572.55,8620.497,14507.86,11145.42,15022.88,8980.886,19621.17,25555.26,28727.81,19048.22,36600.71,25665.17,14144.09,29589.51,64131.61,17212.3,18772.74,20034.74,15725.61,9664.575,36390.55,9177.355,6865.757,40621.39,13395.65,15083.41,37684.41,9680.448,62913.29,17606.58,14824.55,66980.02,9463.011,23623.93,25702.87,6352.828,1858.659,12565.79,16479.04,12871.6,18191.98,17208.7,12104.01,9980.477,20831.41
2025,21611.56,8759.394,9821.29,14353.97,101972.8,11852.14,32888.24,27506.47,15781.31,14190.32,12037.88,24602.6,14090.38,27192.13,17095.87,20308.03,5928.881,23439.31,21787.65,9478.2,15683.82,12350.99,15419.96,10974.86,19988.75,26581.89,26975.09,18141.72,40621.46,27624.99,14029.67,29202.96,68181.33,17047.41,20235.28,21643,15698.44,10463.66,37891.27,8965.587,6542.657,41486.94,13598.54,14203.36,39316.71,8857.562,64690.62,18111.53,14140.92,72553.86,9350.465,22904.69,27640.89,7390.235,1936.031,13707.89,15465.08,15015.66,18828.74,17280.47,10692.77,9666.627,21265.3
2024,21430.79,7965.853,9934.718,14639.3,101075.5,13026.55,28914.96,28650.74,14487.15,12983.76,11658.89,22413.53,14467.8,24004.24,16749.38,19530.16,7592.802,24015.74,19641.64,7745.101,15095.83,10539.05,15273.54,10126.26,18866.62,26451.58,27706.31,19584.46,39368.11,27348.75,13234.94,28365.92,65619.09,16872.24,21077.73,22036.12,15476.83,9935.313,37806.74,7959.244,7240.004,39102.95,13579.58,15412.72,36754.69,8749.528,62329.59,17960.09,13547.5,67064.27,7860.088,24372.5,24366.38,7132.422,1826.834,13271,15331.51,13503.61,18219.95,17439.45,10749.61,9081.922,18633.47
2023,21322.68,8959.373,9436.461,12760.1,96002.15,12044.06,31312.94,25616.71,13802.48,14028.77,11991.39,23170.06,13913.21,24919.55,17458.21,19932.66,7609.011,24298.95,19425.62,8721.707,12544.85,11326.84,12243.64,9715.136,21945.81,25171.34,27337.03,16638.98,35505.63,26323.81,14803.62,28477.69,64328.36,16871.54,19790.75,20735.94,12719.39,9883.392,35187.45,8021.738,6653.902,43063.57,13386.04,15941.17,39016.8,10051.8,63339.43,18757.41,15202.29,72261.99,8398.589,22436.46,26562.42,6597.751,1761.324,12075.88,16662.51,14520.7,17642.75,17838.55,11200.83,9128.59,19714.29
2022,19958.52,8987.536,10032.42,14817.88,97870.16,11760.81,30506.13,26339,14740.69,12948.21,11613,23889.39,12633.68,24548.13,14553.81,20797.48,6272.969,23608.87,21427.88,8255.4,14511.98,12454.64,14234.32,10012.2,20084.89,25225.37,28411.38,17617.52,37188.37,26284.26,12772.46,26612.33,62736.91,15552.78,19906.42,19796.31,15887.12,8708.995,37027.85,8142.524,6575.172,39784.34,12635.28,15741.02,36631.78,9668.145,65137.84,18860.17,14978.97,69241.87,7821.093,23223,22716.03,6589.273,2376.431,12305.99,14714.06,16368.04,19350.25,15954.6,12255.84,9196.451,18463.01
2021,20498.39,8132.086,9423.952,13270.57,95053.05,12419.42,30472.85,24992.37,15868.91,12865.71,13173.38,24108.63,13244.92,25014.33,15880.92,19389.08,6995.423,22747.14,21993.99,8179.49,14510.15,11069.11,14052.35,8732.964,22384.92,24837.12,28437.45,19153.46,38946.08,28806.34,12560.82,30605.98,63999.3,17165.28,19796.88,20907.37,16398.99,9355.637,34091.02,7403.56,7537.848,39847.16,14147.79,16286.25,39918.32,8838.703,63053.34,17231.52,13855.13,67330.85,9190.339,23467.81,22781.45,7449.367,2003.645,11705.77,15583.82,15458.44,17120.8,14827.56,12340.74,9581.384,18427.13
2020,21793.78,8738.175,9829.861,15269.71,90716.55,11619.69,31428.6,24000.42,14600.67,11939.06,11160.23,23392.5,13692.19,22522.21,17558.85,18785.35,7621.607,25602.43,20124.69,9582.153,13848.5,11277.53,13061.18,9678.46,22217.25,24154.27,27381.37,18575.08,36729.23,27499.37,12424.63,27379.19,61486.73,15822.26,20941.32,20458.13,14987.85,7942.952,34551.34,8053.125,6689.157,37304.87,12214.43,14255.76,34288.6,9359.496,65533.84,16458.36,15390.98,67000.25,7409.177,20871.59,20991.65,6280.278,1923.049,12764.41,15144.67,13873.62,18579.88,15648.47,10733.14,8296.084,16622.83
2019,19740.23,8677.032,9255.451,13144.61,96092.34,13098.18,29705.28,25649.16,13909.26,13550.59,11819.47,22463.89,13685.75,24946.33,15432.08,20278.93,7832.663,23706.79,22974.04,7794.357,15117.52,9764.938,13043.26,10609.71,21330.77,24982.76,28622.45,16969.1,37696.98,26597.06,12924.97,27942.86,61046.54,16948.78,19793.67,19860.97,15661.24,9453.91,38090.7,7989.713,7390.159,40499.16,12881.45,16930.46,36879,9265.318,69106.58,17338.23,14235.27,71496.42,8630.843,21062.02,23769.94,7884.032,2306.925,12044.89,13930.25,15639.3,19029.45,15625.42,13383.23,8687.341,17966.96
2018,22581.5,7923.778,9536.851,13660.21,93726.97,12004.32,29121.22,23653.41,13678.71,11764.95,13542.54,23035.42,13149.3,24110.74,16825.86,20871.76,6359.436,24736.6,20102.62,8646.652,12869.27,11529.86,12328.63,8482.173,23361.48,25015.39,29460.98,17992.95,38105.15,29175.24,12618.44,30211.84,62994.03,14199.93,19338.42,19457.75,15505.8,8536.565,37943.29,7957.493,7552.409,35151.55,11505.9,15386.23,34797.75,9472.007,68572.52,17125.51,15238.27,68909.63,7132.19,23231.52,20537.71,7279.96,2295.032,11438.9,13637.44,15079.88,18177.41,16925.74,9692.083,9016.227,15994.18
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Attend any four-year post-secondary institution after high school graduation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2035,28019.1,13848.96,11038.67,18513.77,110683.5,16106.29,67608.43,56884.55,26898.8,19515.97,19402.3,37753.73,25564.49,38341.58,22118.8,22082.58,8659.821,34825.51,34474.09,12387.53,14610.99,14969.07,20089.36,10595.26,38273.68,53710.96,46390.25,22785.78,44572.3,53968.41,29589.32,39856.6,92551.14,29324.66,34152.71,42809.57,44507.56,20027.9,58645.12,14609.99,13626.31,57077.88,22707.09,30024,67798.3,13250.93,53748.28,47243.61,27214.71,133769.2,19390.17,42782.16,34322.28,16181.85,4421.87,15087.26,22768.59,17765.8,30947.54,28635.72,18398.47,20126.51,52503.39
2034,30432.59,14961.05,10787.14,18478.34,97540.16,16773.2,65347.26,62266.33,27569.76,19436.2,19109.63,44340.08,22665.29,39959.3,22081.19,23240.26,10340.02,42699.08,35946.97,13527.73,14688.75,15476.12,19337.97,10499.85,37861.24,53585.84,49394.46,21433,45591.61,58603.87,27145.21,40803.93,75342.66,30397.13,35355.67,47151.91,39638.88,25755.78,64318.91,15975.46,12143.13,54645.48,22587.84,31333.85,58173.06,14252.96,68871.21,44396.93,26480.52,151418.1,18655.23,44926.08,36932.64,13856.76,1959.533,13889.93,20297.94,17099.94,27676.58,28897.07,20488.39,20269.18,55651.58
2033,29854.39,11828.14,11363.45,18279.57,100752.5,16271.55,72130.13,59727.08,28745.65,19609.68,18589.93,42906.08,21517.92,38325.03,23414.55,25182.66,12092.57,42577.02,36562.73,14458.26,15389.69,17197.19,20043.12,9733.977,40993.96,54556.61,44365.95,24147.68,47276.13,50966.93,28676.13,40532.89,78496.67,26835.29,34741.97,45860.82,38301.47,22228.16,61983.96,15000.08,12179.82,60368.4,23206.37,31794.5,62730.93,13684.03,65879.81,45983.39,32487.59,157265.3,19535.61,47148.07,37036.12,11224.26,2702.406,14319.52,20366.7,18298.06,25181.67,24935.93,17479.18,20880.64,51039.11
2032,31349.64,12191.75,12834.97,19896.59,98939.1,18705.48,72439.23,60214.79,28616.11,21067.22,19714.33,42991.03,20825.43,40174.68,24568,27603.98,12912.83,39313.05,34708.05,14169.56,16190.62,14897.1,20009,13616.36,41764.23,58731.18,49996,21783.71,47919.98,57792.04,26831.77,40633.04,80037.63,28295.48,34670.49,47248.02,35324.96,23914.93,68819.8,17307.3,11713.08,64796.7,22565.72,29488.98,62198.46,16887.74,68922.89,45429.46,29012.64,158913.6,21390.83,51168.23,38128.51,13972,2607.073,15349.48,21333.49,20152.48,29959.37,29402.9,20588.14,22830.09,53314.15
2031,31048.51,12196.97,11988.6,18444.57,95766.39,18345.42,73808.47,54685.15,28014.72,20919.04,17721.62,38131.95,22968.75,38925.36,25043.43,28574.7,10366.17,42096.39,38795.02,14068.64,17894.31,16799.51,19973.06,11764.42,39084.08,53135.49,53515.26,24081.22,45387.25,55792.7,28548.74,40495.52,81805.55,29350.92,35913.58,46028.75,38844.11,22413.89,64059.93,17165.23,14731.34,60450.33,21639.13,29638.92,57255.47,16209.39,67596.8,44700.87,28139.28,165083.9,19289.15,45208.36,38395.4,14342.86,2373.982,15592.03,20046.78,22634.66,27396.92,25763.47,19693.95,20651.49,58031.07
2030,30421.51,12147.19,9864.354,19542.64,88888.25,16979.79,70275.71,57335.68,26808.72,18816.76,17468.71,42355.44,20458.78,40301.56,23146.91,22391.59,12378.5,39966.84,38642.43,14335.8,14398.86,16358.85,17788.76,10925.76,39668.71,59432.66,46567.22,22764.54,41053.33,55012.74,25899.96,37667.75,74593.03,25087.68,41279.98,44422.27,39295.23,22272.53,62521.82,15091.8,11663.26,55539.43,21973.77,28493.43,53444.05,16312.87,61763.1,41258.78,30097.71,143596.5,21311.1,45199.17,31934.69,13850.42,3056.64,13600.82,22490.04,16014.22,26872.68,28889.78,16868.1,20951.33,53426.94
2029,28750.09,10025.94,11730,18041.66,89612.96,17456.35,73222.71,56921.71,29624.24,19806.32,18993.42,43911.07,21065.07,37989.19,19726.06,24210.47,10429.15,43100.9,35059.21,13994.23,17547.65,16199.01,18993.66,12017.53,41182.83,51284.66,48439.79,23772.79,43713.3,56236.57,29999.01,40346.98,76344.2,27045.04,34373.45,46418.04,33685.39,22719.45,64269.71,15582.34,12144.59,58992.33,23266.74,28421.27,52471.51,14889.45,61152.26,43209.07,30702.23,152168.9,21096.31,47967.23,32796.01,12667.34,2232.009,15510.35,20532.47,17392.05,26382.34,27893.41,17091.46,20385.27,54154.55
2028,30007.7,12270.15,10593.95,18732.05,92087.07,17876.55,77202.45,58253.09,27483.25,19860.26,19705.62,42992.09,23065.11,40076.49,24134.53,24665.91,10224.8,43775.19,39441.11,13685.71,17081.9,15574.22,19140.08,11663.77,40833.91,59151.9,48501.79,21679.38,44428.03,55621.89,29274.94,38962.59,77903.39,29043.11,37540.01,46179.92,33909.93,21291.89,67510.38,15051.39,10828.74,56331.65,21502.86,27699.84,58623.29,15684.45,64260.14,46230.01,29256.48,152038.4,19191.75,50133.46,34599.29,12829.66,2100.427,15077.29,19764.61,17521.93,26948.73,25263.4,19893.22,22502.16,54381.88
2027,30175.28,12950.18,11606.34,20097.3,91364.14,18376.8,74321.59,62463.25,29903.82,20170.2,20984.41,41767.28,20709.77,41913.57,24620.26,26195.96,10644.05,45573.74,39884.7,13201.49,15567.08,18206.55,19206.35,11158.22,40632.78,56668.89,52717.69,25277.65,43935.88,58552.44,31246.4,42030.1,80723.42,27122.73,40065.57,47651.69,38507.09,23944.11,62732.92,18196.35,12814.01,63659.44,22069.91,30423.24,56440.41,17229.09,65253.64,45024.21,28902.65,156067.2,20568.87,51239.68,35711.13,13708.75,2571.219,15431.66,19492.31,15710.89,26911.14,25235.25,18401.24,22017.28,52076.42
2026,32302.85,11466.92,12939.45,19898.47,97835.38,20191.21,76462.33,60311.86,31603.8,20375.05,21245.34,42075.7,24914.43,43441.87,24154.24,29075.36,12336.56,45610.4,38766.94,14413.61,17638.87,16534.07,20386.08,11218.35,41643.25,56640.82,55306.61,24633.82,41778.21,55135.94,32147.48,44033.65,82702.13,28989.01,37485.42,49019.94,37914.89,23184.44,71858.89,18833.15,13322.21,64225.38,23076.79,32201.88,57220,16395.11,68140.8,45570.16,29871.19,166093.7,23946.61,55023.31,35968.17,14779.05,3198.909,14282.45,19827.55,15540.49,28911.3,24847.89,21658.15,21640.26,54216.05
2025,31736.87,12141.02,12371.77,19998.68,96821.12,19014.3,83540.32,61958.7,33790.1,21439.83,21587.55,45897.67,23822.05,41980.77,24546.04,28104,11868.34,46518.03,40628.85,14762.96,20029.36,18074.5,20111.38,12771.32,40481.09,61858.8,53705.83,24243.57,45274.9,57072.13,31355.29,42729.77,85915.79,28186.51,39529.11,49338.51,41076.61,25496.7,74479.09,19385.45,13015.85,65362.32,23325.58,29645,59157.75,16554.17,67248.09,48105.14,30780.58,172622.3,24613.66,54516.95,38906.5,16474.46,3226.548,16748.43,20015.83,19232.06,29307.24,24904.24,18562.39,22901.44,57896.54
2024,33421.68,10909.55,12204.15,19060.39,95168.78,20982.99,71433.51,61838.38,31640.11,19618.23,21087.32,40115.27,23389.51,37342.04,24682.95,27319.91,13082.85,46790.94,37741.26,12650.35,19309.57,15452.41,18614.86,13065.4,39013.88,59041.26,54640.7,26067.02,41586.86,58216.89,29750.77,41681.46,82494.93,29900.52,40630.52,52288.95,39541.7,24380.59,75848.91,16520.07,15303.25,58953.18,23073.92,32397.05,54373.78,15907.89,65770.19,47280.79,27193.06,163222.9,16784.24,56355.47,36262.09,16690.13,3083.003,15632.74,19124,16429.37,26491.49,24578.7,18632.75,21748.38,53982.27
2023,32026.11,13072.63,12076.68,17126.53,89048.41,18695.79,78637.32,56916.69,28683.25,21868.42,20863,44615.17,24477.47,40047.75,26904.13,27095.36,13589.6,49490.34,36924.95,13184.59,16388.64,17038.46,16798.32,11460.83,45000.73,59143.09,54731.27,22552.67,38670.39,56686.63,35094.84,42754.59,83160.15,27854.02,40745.57,52529.95,33291.17,25315.02,71149.41,16254.01,14241.76,67824.42,24204.56,34938.78,58898.84,17438.76,63601.2,50039.78,30769.38,169628.3,22380.91,50784.82,38409,14840.47,2795.665,13831.42,19889.74,18446.76,29178.03,24984.74,20716.14,22156.87,55253.18
2022,29365.51,11918.32,12236.69,19276.74,89336.89,18486.91,77782.26,57940.03,32547.15,20334.53,21523.67,46647.01,19911.83,38948.82,20725.99,28845.46,12476.21,49551.42,42324.88,13518.77,19123.37,17586.26,16745.43,11940.28,42418.75,58455.7,54352.48,22815.31,38645.47,55463.48,30553.91,38797.66,76555.66,26319.31,36373.14,49716.94,38704.16,22120.7,72460.98,17124.99,13927.03,59797.48,22650.7,33762.32,56910.19,17477.56,70610.44,47869.77,29547.68,165685.7,19793.82,55671.5,34584.39,15653.13,3153.548,14506.95,18351.81,18769.24,28886.7,23602.73,22840.65,22284.99,55997.27
2021,30974.34,10069.47,12243.62,18436,83516.52,19479.7,78105.81,56406.22,35060.59,20239.06,23804.54,44526.18,22030.5,40947.98,23888.09,26189.52,12534.84,46908.15,40439.49,12947.35,17247.3,16697.82,17601.8,10034.58,46626.96,59096.4,55367.59,25881.6,41278.06,59886.18,29715.18,44450.14,78305.03,28458.81,38682.66,53814.21,41918.57,23569.34,68800.4,15972.98,14793.13,59760.43,25396.38,33040.86,59964.14,17429.61,64883.88,44811.43,29054.42,161664.2,24011.44,52721.6,33319.95,17046.44,3259.998,14053.02,18897.84,17573.58,26184.34,20816.3,21396.62,20854.12,55474.29
2020,32227.69,11595.76,12467.14,19195.77,82533.48,18548.26,81323.96,56456.88,31366.62,17281.23,21499.78,45129.71,22219.94,36834.07,24273.04,25795.94,12779.91,49338.25,39088.31,15318.42,17062.54,17009,17490.53,11649.26,45124.55,57546.45,52714.8,25174.86,37906.08,58097.95,30518.98,39897.54,75246.46,27225.23,40756.02,54394.82,38408.32,21200.88,67938.64,16824.23,14356.2,57917.46,22323.43,32641.46,51367.21,17070.68,66801.85,45947.2,30631.71,158768.1,20494.04,50245.15,33386.88,14475.24,2810.214,15303.8,19093.79,17527.72,26604.31,20978.58,19738.32,21120.59,50140.58
2019,28469.11,10864.64,11982.26,17566.7,84274.76,20200.65,80446.34,59814.76,30394.75,20958.46,21915.45,44032.12,22369.13,38024.19,23867.22,29016.28,14586.84,49656.9,43707.87,12359.15,18886.26,14890.85,17005.53,12378.77,45832.05,61753.49,55169.91,23768.29,39501.67,52653.2,32251.04,39671.68,75976.58,28851.33,37647.87,52535.32,40681.27,25698.65,77614.56,18575.57,15484.51,61504.37,24487.3,36716.46,57686.08,17360.23,69162.32,46233.54,29335.78,168696.6,22001.95,51572.54,35624.89,19401.49,3421.965,14405.16,17709.05,17340.32,28073.38,22454.08,24104.82,23184.65,57867.38
2018,33426.38,10355.08,11757.82,19100.45,81626.4,19613.57,77803.36,57689.5,32398.54,19921.59,24269.35,43549.15,21711.49,40845.48,25352.4,29467.38,12291.61,49052.37,38572.02,14436.19,17010.88,18654.01,18269.38,9947.217,49842.49,58445.5,57971.1,25367.09,37800.74,59640.84,31235.99,43412.14,82278.48,25288.36,39535.45,52601.07,40101.15,22288.29,75840.56,19403.28,15650.17,58612.38,20690.82,32676.17,53261.61,17566.02,70414.84,44358.81,32962.89,164649.4,20180.69,56771.47,32015.55,16866.1,2868.041,12761.83,16354.81,18161.14,26541.46,23860.26,18979.93,22857.98,51400.66
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Attend regional four-year post-secondary institution after high school graduation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2035,25056.48,11240.36,9265.42,16239.64,87394.34,13549.85,56933.98,47990.94,23064.01,16330.42,16496.75,31071.45,22239.89,33150.11,19630.58,19765.81,6738.955,26656.64,28240.19,10708.4,13585.39,13268.69,16574.98,9091.021,31028.58,45118.68,38175.19,19965.97,37109.63,42191.75,25471.12,34589.85,80437.48,24434.4,28414.45,36101.11,34302.37,16641.01,45986.14,12125.74,11226.47,48199.72,18676.92,24884.96,57686.72,11469.2,41198.09,39460.33,22899.11,103922.9,15869.97,33509.31,28577.04,13453.11,3583.203,12122.53,19421.6,13771.28,21327.72,22453.03,15965,16742.64,42827.2
2034,26943.78,12341.35,9162.851,16190.74,76906.21,13865.68,54451.69,52387.33,23903.9,16364.7,15860.56,36358.22,19822.54,34665.33,19470.42,20796.64,8256.176,33405.56,29635.45,11721.61,13494.55,13617.16,15902.33,8961.986,30680.15,45011.75,40862.91,18746.18,37407.94,45511.95,23270.96,35681.19,65139.02,25312.38,29138.64,39641.68,29545.59,21689.26,51097.01,13412.83,9952.686,45989.56,18619.69,25844.05,49463.88,12189.77,52358.38,37632,21762.91,118709.4,15616.77,36073.44,30818.45,11135.54,1571.615,10742.68,17534.03,13501.12,19378.39,22297.17,17667.17,16924.95,45201.13
2033,26276.52,9735.746,9630.248,16132.9,79303.85,13708.98,60962.98,50560.23,25061.54,16497.32,15684.08,35619.11,18606.31,33385.46,20748.78,22324.57,9594.132,32839.97,30328.01,12857.5,14107.43,15155.28,16619.59,8511.7,33240.11,45773.9,36911.83,21204.44,38742.85,39113.11,24645.38,35745.61,67503.27,22814.23,28484.32,38260.68,28212.89,18293.55,48685.37,12510.01,9986.973,50541.81,19029.11,26054.17,53282.23,11689.17,50209.83,38693.85,27112.75,123658.4,16575.14,37461.12,30873.74,9210.295,2207.749,11414.74,17538.11,14448.77,17484.84,19816.04,15110.26,17526.56,41154.59
2032,28189.95,9851.25,11080,17602.98,77371.59,15694.84,61036.32,51097.73,24986.52,17825.59,16409.04,35322.01,18001.47,35139.28,22228,24615.39,9874.115,29994.71,28738.36,12535.23,15121.12,13077.57,16725.85,11606.9,33469.65,49821.95,41564.69,18923.61,39152.78,44948.26,22831.99,36173.14,69570.8,23668.36,28330.36,39741.98,25420.99,19862.93,54254.45,14472.2,9523.114,54652.49,18617.56,24378.73,52697.85,14532.9,51977.11,38265.94,24551.45,123808.8,18271.22,41512.99,31954.28,11381.03,2069.948,12064.5,18516.84,15788.54,20852.28,23247.95,17275.58,19036.06,43097.16
2031,27791.53,9792.395,10321.73,16330.77,75071.73,15555.14,62103.48,45816.55,24267.01,17645.21,14965.47,31557.08,20057.65,33944.72,22620.13,25468.4,7904.842,32139.62,32127.81,12557.19,16627.7,14984.47,16583.66,10085.73,31377.01,44833.75,44231.43,21203.15,37689,43649.45,24547.5,36565.32,70608.17,24841.9,29471.47,38605.82,28075.82,18783.31,50433.59,14163.33,12123.76,50791.03,17938.79,24357.12,48533.32,13910.13,50935.05,37861.41,24051.89,129877.2,16419.19,36030.36,32065.09,11440.67,1979.674,12346.7,17585.73,17109.89,18891.79,20076.44,17314.54,17238.23,47326.27
2030,27500.79,10038.81,8448.715,17362.16,70689.82,14411.68,59010.81,48903.82,23532.13,16142.11,14632.84,34713.48,17986.8,35596.95,20988.61,19934.69,9623.306,30478.12,31934.2,12823.16,13243.84,14491.82,14895.96,9508.929,32095.72,50177.8,38339.45,20081.59,33951.65,43282.59,22308.14,33361.73,65038.14,21030.33,33394.13,36856.28,29220.6,18494.99,49284.96,12491.03,9603.675,46475.91,18149.09,23175.59,45208.48,13989.09,46868.21,34951.23,25439.71,112142.9,18347.14,36246.54,26664.86,11220.4,2376.225,10723.86,19356.04,12431.12,18133.54,22564.32,14501.26,17514.01,43048.02
